epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,2707.65,1.25718,0.5757,0.89581,0.86005,0.78706,0.80006,0.48707,1.5246,0.71764,1.03558,0.000278226,0.000278226,0.000278226
55,2758.47,1.25405,0.5777,0.89524,0.89327,0.77109,0.79693,0.48021,1.53093,0.72314,1.03736,0.000262513,0.000262513,0.000262513
56,2809.3,1.25045,0.57329,0.89544,0.88063,0.78006,0.79325,0.4863,1.53756,0.72206,1.04785,0.000246801,0.000246801,0.000246801
57,2858.82,1.23953,0.56773,0.89121,0.8532,0.77395,0.78468,0.48153,1.54676,0.75,1.04672,0.000231088,0.000231088,0.000231088
58,2908.78,1.24298,0.5711,0.89185,0.84507,0.76916,0.77785,0.47593,1.54973,0.75714,1.04995,0.000215375,0.000215375,0.000215375
59,2958.25,1.23207,0.56566,0.89184,0.85872,0.76886,0.78748,0.47695,1.55255,0.7255,1.0578,0.000199663,0.000199663,0.000199663
60,3009.59,1.21882,0.55785,0.88799,0.85822,0.78536,0.78974,0.48392,1.54887,0.71913,1.05019,0.00018395,0.00018395,0.00018395
61,3081.63,1.2178,0.55691,0.88638,0.8652,0.77224,0.79344,0.4811,1.53598,0.72241,1.0497,0.000168237,0.000168237,0.000168237
62,3132.97,1.21639,0.55641,0.8837,0.87072,0.7764,0.79353,0.48096,1.54158,0.7098,1.04538,0.000152524,0.000152524,0.000152524
63,3183.4,1.21146,0.55255,0.88202,0.88318,0.76691,0.7887,0.48368,1.5315,0.72281,1.0459,0.000136812,0.000136812,0.000136812
64,3231.9,1.19751,0.54396,0.88246,0.8882,0.77967,0.79592,0.48271,1.53707,0.71508,1.04375,0.000121099,0.000121099,0.000121099
65,3283.31,1.19766,0.54326,0.8825,0.87414,0.76935,0.79473,0.48326,1.52897,0.70729,1.04434,0.000105386,0.000105386,0.000105386
66,3333.36,1.18271,0.53939,0.87544,0.84932,0.77744,0.79062,0.4766,1.53949,0.71701,1.04574,8.96736e-05,8.96736e-05,8.96736e-05
67,3384.76,1.18738,0.54231,0.88239,0.877,0.7794,0.79583,0.48652,1.53096,0.71146,1.04847,7.39609e-05,7.39609e-05,7.39609e-05
68,3435.01,1.18074,0.53578,0.87806,0.87265,0.76815,0.79156,0.48418,1.53011,0.7025,1.04931,5.82481e-05,5.82481e-05,5.82481e-05
69,3486.27,1.17413,0.53371,0.87922,0.85382,0.78551,0.79073,0.48442,1.53246,0.70197,1.04811,4.25354e-05,4.25354e-05,4.25354e-05
70,3537.86,1.17036,0.5313,0.87723,0.85326,0.78568,0.79086,0.48539,1.52723,0.70584,1.0467,2.68227e-05,2.68227e-05,2.68227e-05
