epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,4215.59,1.21395,0.53958,0.88589,0.89627,0.79456,0.81879,0.50997,1.54768,0.70667,1.04462,0.000176094,0.000176094,0.000176094
87,4268.66,1.20777,0.54102,0.88588,0.91147,0.78514,0.82039,0.50533,1.55201,0.69797,1.04127,0.000165095,0.000165095,0.000165095
88,4323.99,1.20263,0.53576,0.88341,0.89295,0.78721,0.81895,0.51039,1.53714,0.69881,1.03593,0.000154096,0.000154096,0.000154096
89,4375.9,1.20169,0.53585,0.88197,0.87948,0.78362,0.81351,0.50772,1.54608,0.70753,1.04102,0.000143097,0.000143097,0.000143097
90,4424.46,1.19762,0.5341,0.88362,0.88729,0.78213,0.81881,0.50856,1.5555,0.69217,1.04327,0.000132098,0.000132098,0.000132098
91,4496.54,1.19299,0.52838,0.88003,0.90492,0.79301,0.82239,0.51451,1.5513,0.6891,1.04449,0.000121099,0.000121099,0.000121099
92,4548.93,1.18916,0.53242,0.87906,0.88946,0.79537,0.82827,0.51206,1.54702,0.68014,1.04522,0.0001101,0.0001101,0.0001101
93,4599.24,1.18232,0.5281,0.87894,0.88647,0.79216,0.82313,0.51535,1.54077,0.69098,1.0396,9.91012e-05,9.91012e-05,9.91012e-05
94,4647.44,1.16561,0.52277,0.87444,0.88799,0.79321,0.8235,0.5121,1.54769,0.68883,1.03944,8.81023e-05,8.81023e-05,8.81023e-05
95,4696.39,1.16779,0.52048,0.87576,0.89092,0.78795,0.81908,0.50571,1.5556,0.69897,1.04181,7.71034e-05,7.71034e-05,7.71034e-05
96,4745.44,1.16094,0.51736,0.87452,0.88013,0.79238,0.82174,0.50732,1.54738,0.69433,1.04066,6.61045e-05,6.61045e-05,6.61045e-05
97,4793.8,1.16611,0.51545,0.87938,0.88811,0.7907,0.82422,0.51067,1.5466,0.69136,1.03798,5.51056e-05,5.51056e-05,5.51056e-05
98,4843.08,1.16196,0.51633,0.87336,0.88548,0.79048,0.8242,0.50871,1.54872,0.6917,1.03955,4.41067e-05,4.41067e-05,4.41067e-05
99,4894.22,1.15569,0.51459,0.87235,0.89378,0.78665,0.82463,0.51026,1.54689,0.69016,1.03809,3.31078e-05,3.31078e-05,3.31078e-05
100,4941.83,1.16095,0.5144,0.87073,0.89148,0.78832,0.82677,0.50962,1.54679,0.69256,1.03939,2.21089e-05,2.21089e-05,2.21089e-05
