epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,2592.95,1.6119,0.70198,0.88965,0.8021,0.59674,0.61812,0.30415,1.90522,0.82586,0.92957,0.000812458,0.000812458,0.000812458
21,2717.45,1.60644,0.69992,0.88566,0.76711,0.62145,0.62628,0.32441,1.85105,0.79036,0.92425,0.000796746,0.000796746,0.000796746
22,2841.54,1.59442,0.69555,0.88631,0.78806,0.56723,0.5967,0.30088,1.90784,0.84267,0.93635,0.000781033,0.000781033,0.000781033
23,2965.66,1.58311,0.68426,0.88172,0.81654,0.61075,0.62905,0.32523,1.81903,0.79867,0.93066,0.00076532,0.00076532,0.00076532
24,3089.5,1.57216,0.68076,0.8812,0.78625,0.61025,0.62166,0.31665,1.84519,0.79385,0.92357,0.000749608,0.000749608,0.000749608
25,3213.9,1.56393,0.67697,0.87979,0.7999,0.62176,0.63665,0.32812,1.82434,0.78456,0.91996,0.000733895,0.000733895,0.000733895
26,3338.12,1.55994,0.67157,0.87801,0.79785,0.60669,0.61945,0.31818,1.82189,0.78376,0.92165,0.000718182,0.000718182,0.000718182
27,3462.53,1.54702,0.66526,0.87732,0.80457,0.63468,0.64988,0.33295,1.79083,0.75703,0.92703,0.000702469,0.000702469,0.000702469
28,3586.68,1.54089,0.66122,0.87754,0.80293,0.63167,0.64674,0.33564,1.78105,0.76554,0.91535,0.000686757,0.000686757,0.000686757
29,3709.77,1.53573,0.65861,0.87844,0.82779,0.62529,0.64104,0.33049,1.80532,0.75226,0.9198,0.000671044,0.000671044,0.000671044
30,3834.02,1.52666,0.65268,0.87428,0.79551,0.6286,0.63219,0.33308,1.79441,0.76049,0.92053,0.000655331,0.000655331,0.000655331
31,3957.87,1.51528,0.64744,0.87272,0.81777,0.62838,0.63779,0.34448,1.75392,0.74553,0.91587,0.000639619,0.000639619,0.000639619
32,4082.53,1.51881,0.64609,0.87224,0.82628,0.63178,0.64234,0.32738,1.80444,0.75392,0.92438,0.000623906,0.000623906,0.000623906
33,4206.43,1.50694,0.63925,0.86859,0.80738,0.63043,0.63585,0.33454,1.78361,0.74593,0.92137,0.000608193,0.000608193,0.000608193
34,4330.21,1.50399,0.63531,0.86766,0.79717,0.634,0.64595,0.33483,1.78332,0.74819,0.92349,0.00059248,0.00059248,0.00059248
35,4456.24,1.4968,0.63296,0.87016,0.79131,0.63363,0.64042,0.33356,1.77983,0.76416,0.92389,0.000576768,0.000576768,0.000576768
36,4580.12,1.48867,0.63018,0.86775,0.7819,0.62456,0.62858,0.33544,1.75734,0.76224,0.92249,0.000561055,0.000561055,0.000561055
37,4703.63,1.47687,0.62629,0.86554,0.81603,0.62741,0.64013,0.33984,1.76508,0.73867,0.92553,0.000545342,0.000545342,0.000545342
38,4828.03,1.47313,0.62346,0.86325,0.8062,0.64066,0.64456,0.34543,1.75338,0.75657,0.92033,0.00052963,0.00052963,0.00052963
39,4952.11,1.46852,0.62057,0.86377,0.8055,0.63829,0.64937,0.34049,1.77328,0.74122,0.93155,0.000513917,0.000513917,0.000513917
40,5075.76,1.46319,0.61515,0.86412,0.79328,0.63961,0.6426,0.34647,1.75244,0.73418,0.922,0.000498204,0.000498204,0.000498204
41,5200.19,1.44982,0.61344,0.85958,0.83038,0.63931,0.64543,0.34619,1.75204,0.7375,0.91775,0.000482491,0.000482491,0.000482491
42,5324.19,1.45119,0.60951,0.85915,0.82747,0.6441,0.65023,0.34961,1.74499,0.7309,0.91799,0.000466779,0.000466779,0.000466779
43,5448.44,1.44667,0.60874,0.86001,0.81105,0.65261,0.65551,0.35069,1.75441,0.72069,0.92384,0.000451066,0.000451066,0.000451066
44,5573.18,1.42978,0.60363,0.85898,0.80433,0.63344,0.64644,0.34747,1.73612,0.72754,0.91787,0.000435353,0.000435353,0.000435353
45,5697.51,1.42815,0.59866,0.85653,0.79965,0.64443,0.63936,0.34219,1.75271,0.73218,0.92236,0.000419641,0.000419641,0.000419641
46,5825.03,1.43127,0.60266,0.85903,0.8051,0.64566,0.64363,0.34422,1.7388,0.72799,0.92001,0.000403928,0.000403928,0.000403928
47,5957.4,1.4083,0.59049,0.85232,0.80116,0.645,0.64532,0.34674,1.73704,0.71812,0.91976,0.000388215,0.000388215,0.000388215
48,6085.74,1.40996,0.592,0.85503,0.7922,0.63982,0.64664,0.34503,1.76213,0.72895,0.92722,0.000372502,0.000372502,0.000372502
49,6222.05,1.41065,0.59003,0.85565,0.81939,0.64438,0.65516,0.35301,1.73063,0.72019,0.91871,0.00035679,0.00035679,0.00035679
50,6353.19,1.406,0.58792,0.85309,0.79736,0.63707,0.64646,0.34843,1.73912,0.73097,0.92289,0.000341077,0.000341077,0.000341077
51,6486.33,1.39572,0.58192,0.85271,0.79603,0.64673,0.65324,0.35124,1.73947,0.72477,0.92505,0.000325364,0.000325364,0.000325364
52,6615.79,1.39432,0.58294,0.85084,0.80054,0.65157,0.65578,0.34745,1.73525,0.72288,0.91851,0.000309652,0.000309652,0.000309652
53,6748.19,1.38203,0.57913,0.85177,0.81033,0.64181,0.65071,0.34403,1.74089,0.71947,0.92227,0.000293939,0.000293939,0.000293939
54,6876.55,1.37582,0.57463,0.85026,0.82117,0.64495,0.65379,0.34796,1.73342,0.71988,0.92514,0.000278226,0.000278226,0.000278226
55,7004.3,1.3709,0.57214,0.84923,0.79748,0.65126,0.65776,0.35121,1.7204,0.71101,0.92336,0.000262513,0.000262513,0.000262513
56,7133.75,1.36685,0.56859,0.84995,0.80279,0.64186,0.64856,0.35138,1.73847,0.71978,0.92759,0.000246801,0.000246801,0.000246801
57,7263.96,1.35902,0.5649,0.84466,0.80748,0.64198,0.65227,0.34982,1.73542,0.71684,0.92684,0.000231088,0.000231088,0.000231088
58,7392.27,1.35173,0.56181,0.8455,0.81602,0.64605,0.65491,0.35188,1.71667,0.70917,0.92521,0.000215375,0.000215375,0.000215375
59,7519.2,1.3473,0.55928,0.8455,0.82163,0.63799,0.65798,0.35232,1.7139,0.70612,0.92147,0.000199663,0.000199663,0.000199663
60,7646.41,1.34583,0.55856,0.84512,0.82046,0.64285,0.65725,0.3526,1.72193,0.70563,0.92336,0.00018395,0.00018395,0.00018395
61,7800.32,1.33999,0.55605,0.84383,0.82089,0.64208,0.66025,0.35216,1.72406,0.70635,0.92487,0.000168237,0.000168237,0.000168237
62,7931.91,1.3325,0.55167,0.84428,0.80449,0.64871,0.66003,0.35543,1.71057,0.70027,0.92399,0.000152524,0.000152524,0.000152524
63,8065.41,1.3263,0.54977,0.84179,0.81746,0.64585,0.66086,0.35326,1.71671,0.70546,0.92467,0.000136812,0.000136812,0.000136812
64,8195.24,1.31954,0.54653,0.84037,0.81539,0.64797,0.65953,0.351,1.72107,0.70698,0.92487,0.000121099,0.000121099,0.000121099
65,8323.74,1.31415,0.54585,0.842,0.81751,0.64664,0.65914,0.35431,1.71893,0.70499,0.92362,0.000105386,0.000105386,0.000105386
66,8461.22,1.30942,0.54202,0.8412,0.82695,0.64225,0.65828,0.35484,1.71343,0.70366,0.92327,8.96736e-05,8.96736e-05,8.96736e-05
67,8596.92,1.30978,0.54186,0.83952,0.82825,0.6444,0.65797,0.35452,1.71333,0.70592,0.92368,7.39609e-05,7.39609e-05,7.39609e-05
68,8729.49,1.30336,0.53894,0.83881,0.83354,0.63964,0.65925,0.35495,1.71993,0.71126,0.92476,5.82481e-05,5.82481e-05,5.82481e-05
69,8860.91,1.30066,0.5368,0.83862,0.83153,0.63934,0.65801,0.35552,1.71829,0.71196,0.92579,4.25354e-05,4.25354e-05,4.25354e-05
70,8989.46,1.29465,0.53697,0.84012,0.8313,0.63807,0.6562,0.35466,1.71649,0.71276,0.92615,2.68227e-05,2.68227e-05,2.68227e-05
