epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,1141.86,1.46049,0.70216,0.93456,0.91232,0.67437,0.70781,0.43743,1.59977,0.79916,1.03227,0.0007822,0.0007822,0.0007822
24,1189.44,1.45704,0.70569,0.93482,0.88316,0.6911,0.71014,0.4423,1.57165,0.78127,1.02648,0.0007723,0.0007723,0.0007723
25,1236.59,1.46183,0.70238,0.93731,0.83741,0.67973,0.70794,0.45048,1.57181,0.79315,1.02934,0.0007624,0.0007624,0.0007624
26,1284.44,1.44382,0.68584,0.93988,0.79783,0.64247,0.66219,0.41442,1.57563,0.8296,1.03762,0.0007525,0.0007525,0.0007525
27,1332.62,1.4403,0.68478,0.93056,0.84644,0.65221,0.67718,0.42391,1.59453,0.90451,1.03408,0.0007426,0.0007426,0.0007426
28,1379.05,1.43022,0.68529,0.92941,0.90285,0.69516,0.70902,0.44438,1.57585,0.79728,1.05658,0.0007327,0.0007327,0.0007327
29,1428.4,1.4176,0.67858,0.92832,0.91407,0.69672,0.71042,0.44813,1.56586,0.74735,1.0425,0.0007228,0.0007228,0.0007228
30,1476.85,1.41538,0.67435,0.92417,0.78951,0.65296,0.64285,0.39998,1.5969,0.77416,1.04546,0.0007129,0.0007129,0.0007129
31,1526.72,1.40625,0.66553,0.92553,0.86657,0.65904,0.67805,0.42393,1.59857,0.77353,1.05215,0.000703,0.000703,0.000703
32,1574.68,1.40532,0.66827,0.92462,0.88218,0.67502,0.71587,0.44827,1.54736,0.76425,1.02548,0.0006931,0.0006931,0.0006931
33,1621.07,1.39575,0.65456,0.92038,0.89515,0.68667,0.71042,0.44408,1.58225,0.73956,1.05863,0.0006832,0.0006832,0.0006832
34,1667.78,1.39902,0.66569,0.92505,0.90193,0.66532,0.71075,0.45524,1.54013,0.75324,1.03469,0.0006733,0.0006733,0.0006733
35,1714.13,1.39177,0.65144,0.91887,0.90406,0.66982,0.709,0.44235,1.54512,0.74353,1.03874,0.0006634,0.0006634,0.0006634
36,1760.74,1.37167,0.64882,0.92002,0.88235,0.66561,0.6974,0.43756,1.5583,0.74523,1.0385,0.0006535,0.0006535,0.0006535
37,1807.51,1.37207,0.6489,0.9226,0.91846,0.69212,0.7114,0.44413,1.53959,0.75948,1.03969,0.0006436,0.0006436,0.0006436
38,1853.82,1.37851,0.65096,0.91929,0.88547,0.68648,0.70746,0.4502,1.53512,0.72945,1.0347,0.0006337,0.0006337,0.0006337
39,1900.31,1.36824,0.64155,0.91114,0.90385,0.67878,0.71015,0.45227,1.5417,0.73578,1.03685,0.0006238,0.0006238,0.0006238
40,1946.56,1.35149,0.63848,0.91775,0.85318,0.66086,0.70068,0.44703,1.55081,0.75466,1.03161,0.0006139,0.0006139,0.0006139
41,1993.48,1.35484,0.63771,0.9136,0.89652,0.69376,0.7174,0.45817,1.57027,0.74516,1.04064,0.000604,0.000604,0.000604
42,2040.67,1.34239,0.62989,0.9101,0.90613,0.68403,0.71833,0.46392,1.52961,0.72214,1.0332,0.0005941,0.0005941,0.0005941
43,2087.6,1.35041,0.62676,0.90939,0.79762,0.67082,0.70157,0.4478,1.54472,0.75046,1.04694,0.0005842,0.0005842,0.0005842
44,2134,1.34534,0.62772,0.90832,0.91194,0.66354,0.71235,0.44909,1.53124,0.71523,1.03486,0.0005743,0.0005743,0.0005743
45,2179.92,1.33001,0.62226,0.90949,0.92105,0.6933,0.72843,0.47137,1.52338,0.71736,1.02689,0.0005644,0.0005644,0.0005644
46,2225.88,1.32433,0.62018,0.90809,0.87591,0.68349,0.70451,0.45756,1.51301,0.73365,1.02577,0.0005545,0.0005545,0.0005545
47,2272.03,1.31659,0.61099,0.90567,0.90907,0.68931,0.71022,0.45867,1.53536,0.72648,1.03236,0.0005446,0.0005446,0.0005446
48,2317.83,1.32315,0.614,0.90441,0.88323,0.69885,0.71092,0.45958,1.51453,0.74026,1.02809,0.0005347,0.0005347,0.0005347
49,2363.66,1.31202,0.60941,0.90584,0.91541,0.69664,0.72688,0.46463,1.54261,0.70912,1.04209,0.0005248,0.0005248,0.0005248
50,2409.76,1.30784,0.60744,0.90574,0.8762,0.69172,0.72338,0.46466,1.54769,0.7182,1.04614,0.0005149,0.0005149,0.0005149
51,2455.83,1.31455,0.60819,0.90884,0.6789,0.67586,0.71281,0.45203,1.55047,0.7596,1.04388,0.000505,0.000505,0.000505
52,2501.33,1.29649,0.60033,0.89899,0.86828,0.67326,0.69423,0.44947,1.54213,0.71927,1.051,0.0004951,0.0004951,0.0004951
53,2547.27,1.29381,0.59934,0.89972,0.89215,0.68485,0.70295,0.45918,1.53586,0.74133,1.03374,0.0004852,0.0004852,0.0004852
54,2593.62,1.28109,0.59403,0.90069,0.84474,0.67445,0.6909,0.45486,1.51333,0.73012,1.03336,0.0004753,0.0004753,0.0004753
55,2639.5,1.28523,0.59342,0.89906,0.90642,0.71515,0.72539,0.46669,1.52914,0.70486,1.0394,0.0004654,0.0004654,0.0004654
56,2685.41,1.28361,0.59013,0.9009,0.91119,0.69662,0.71348,0.46551,1.51495,0.69758,1.04217,0.0004555,0.0004555,0.0004555
57,2731.22,1.275,0.58508,0.89867,0.85109,0.69543,0.70175,0.45977,1.53139,0.72204,1.03963,0.0004456,0.0004456,0.0004456
58,2777.51,1.27927,0.59296,0.89661,0.92473,0.68911,0.71808,0.46136,1.54176,0.70851,1.0506,0.0004357,0.0004357,0.0004357
59,2823.2,1.26711,0.58663,0.89769,0.90918,0.68348,0.71526,0.46965,1.53612,0.70327,1.05605,0.0004258,0.0004258,0.0004258
60,2869.21,1.25625,0.57891,0.89313,0.86989,0.69348,0.70814,0.45881,1.55094,0.71702,1.03946,0.0004159,0.0004159,0.0004159
61,2914.97,1.25912,0.58212,0.89447,0.89752,0.6846,0.71478,0.46131,1.5418,0.7138,1.04114,0.000406,0.000406,0.000406
62,2960.94,1.25672,0.57904,0.89545,0.90774,0.69098,0.71844,0.47189,1.51222,0.72332,1.02845,0.0003961,0.0003961,0.0003961
63,3007.07,1.2475,0.57476,0.89032,0.86646,0.67919,0.70774,0.46221,1.52154,0.71885,1.05132,0.0003862,0.0003862,0.0003862
64,3053.12,1.22837,0.56571,0.88818,0.90114,0.69144,0.70519,0.46402,1.52224,0.71355,1.04678,0.0003763,0.0003763,0.0003763
65,3098.7,1.22253,0.56314,0.88289,0.9258,0.69013,0.72599,0.47657,1.51581,0.70152,1.03841,0.0003664,0.0003664,0.0003664
66,3144.86,1.23532,0.5662,0.88677,0.86787,0.70716,0.71509,0.47292,1.51433,0.70143,1.03974,0.0003565,0.0003565,0.0003565
67,3190.93,1.22752,0.5608,0.8851,0.88379,0.69829,0.72043,0.47598,1.52339,0.71231,1.03802,0.0003466,0.0003466,0.0003466
68,3236.77,1.21635,0.55881,0.88511,0.87325,0.69286,0.70453,0.46202,1.52322,0.74452,1.03776,0.0003367,0.0003367,0.0003367
69,3282.49,1.21287,0.55779,0.88278,0.87622,0.69464,0.70853,0.46613,1.52787,0.72801,1.04199,0.0003268,0.0003268,0.0003268
70,3328.35,1.22127,0.55547,0.88567,0.89836,0.69472,0.7282,0.47199,1.51591,0.68615,1.03634,0.0003169,0.0003169,0.0003169
71,3374.56,1.20179,0.55033,0.88224,0.8878,0.69714,0.71488,0.46859,1.5209,0.70196,1.03972,0.000307,0.000307,0.000307
72,3420.3,1.19933,0.54674,0.88164,0.88012,0.69996,0.71692,0.47569,1.50894,0.69407,1.03876,0.0002971,0.0002971,0.0002971
73,3465.68,1.20387,0.54766,0.88617,0.88795,0.69612,0.72643,0.47504,1.51898,0.70196,1.03997,0.0002872,0.0002872,0.0002872
74,3510.95,1.18937,0.54533,0.87728,0.88227,0.69927,0.71056,0.4682,1.52731,0.70559,1.04383,0.0002773,0.0002773,0.0002773
75,3557.27,1.1933,0.5437,0.87966,0.8737,0.68847,0.70596,0.46474,1.52915,0.73504,1.04641,0.0002674,0.0002674,0.0002674
76,3602.98,1.18347,0.53942,0.87588,0.89474,0.69438,0.71998,0.46853,1.51693,0.70095,1.04719,0.0002575,0.0002575,0.0002575
77,3648.76,1.17303,0.53792,0.87172,0.8879,0.69497,0.7208,0.47411,1.51665,0.68546,1.03912,0.0002476,0.0002476,0.0002476
78,3694.64,1.17952,0.53492,0.87645,0.87017,0.67434,0.71568,0.46982,1.53052,0.70239,1.05052,0.0002377,0.0002377,0.0002377
79,3740.85,1.15715,0.52783,0.87109,0.89883,0.69769,0.72408,0.46943,1.53295,0.67994,1.05669,0.0002278,0.0002278,0.0002278
80,3786.32,1.15982,0.52617,0.87145,0.8829,0.68557,0.72168,0.47371,1.52773,0.69388,1.04942,0.0002179,0.0002179,0.0002179
81,3832.5,1.16587,0.52873,0.87585,0.89011,0.68743,0.71755,0.46887,1.51519,0.69193,1.0463,0.000208,0.000208,0.000208
82,3878.53,1.15714,0.52749,0.874,0.87882,0.68862,0.71625,0.47219,1.50804,0.71221,1.03909,0.0001981,0.0001981,0.0001981
83,3924.63,1.13827,0.52154,0.86908,0.87619,0.68423,0.71815,0.46357,1.52549,0.69572,1.04507,0.0001882,0.0001882,0.0001882
84,3970.59,1.13908,0.51736,0.86809,0.8757,0.70393,0.71966,0.47194,1.50962,0.68814,1.04331,0.0001783,0.0001783,0.0001783
85,4016.25,1.14373,0.51912,0.86674,0.8772,0.7012,0.72087,0.46957,1.51644,0.68252,1.0473,0.0001684,0.0001684,0.0001684
86,4062.43,1.14581,0.51796,0.8698,0.90812,0.70881,0.7335,0.47919,1.50927,0.66727,1.04541,0.0001585,0.0001585,0.0001585
87,4108.42,1.13962,0.5206,0.86897,0.85667,0.70495,0.71383,0.46122,1.52602,0.69063,1.04965,0.0001486,0.0001486,0.0001486
88,4154.3,1.1322,0.5138,0.86679,0.8867,0.68665,0.72241,0.47354,1.51327,0.68709,1.04555,0.0001387,0.0001387,0.0001387
89,4200.46,1.12472,0.51399,0.86599,0.87996,0.6976,0.72097,0.47558,1.51091,0.68186,1.04922,0.0001288,0.0001288,0.0001288
90,4246.1,1.12018,0.50981,0.86608,0.88711,0.69482,0.72465,0.47922,1.50595,0.68591,1.04569,0.0001189,0.0001189,0.0001189
91,4311.71,1.11783,0.50714,0.86247,0.88358,0.69416,0.72755,0.47399,1.5214,0.68171,1.04957,0.000109,0.000109,0.000109
92,4357.67,1.11151,0.50642,0.86233,0.88284,0.69207,0.72069,0.47322,1.51369,0.6856,1.04418,9.91e-05,9.91e-05,9.91e-05
93,4403.1,1.10774,0.50177,0.86481,0.88488,0.695,0.72301,0.4758,1.51191,0.67951,1.04626,8.92e-05,8.92e-05,8.92e-05
94,4448.87,1.09955,0.5008,0.8601,0.86475,0.69651,0.72098,0.47388,1.52019,0.68074,1.04636,7.93e-05,7.93e-05,7.93e-05
95,4494.29,1.09876,0.49902,0.86196,0.87752,0.68391,0.71884,0.4726,1.50747,0.69843,1.04389,6.94e-05,6.94e-05,6.94e-05
96,4539.72,1.08606,0.49459,0.8587,0.85468,0.69105,0.70996,0.46877,1.50651,0.69271,1.04386,5.95e-05,5.95e-05,5.95e-05
97,4585.23,1.09374,0.49553,0.86029,0.84588,0.70402,0.70735,0.46524,1.50533,0.68991,1.0447,4.96e-05,4.96e-05,4.96e-05
98,4630.76,1.08796,0.49649,0.85958,0.85885,0.69169,0.71301,0.46743,1.51362,0.68735,1.04626,3.97e-05,3.97e-05,3.97e-05
99,4676.52,1.08471,0.49065,0.85905,0.89211,0.68787,0.72112,0.4738,1.51065,0.6755,1.04608,2.98e-05,2.98e-05,2.98e-05
100,4722.05,1.07979,0.49129,0.85526,0.88576,0.68076,0.71771,0.47216,1.51181,0.67596,1.04856,1.99e-05,1.99e-05,1.99e-05
