epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
13,1697.22,1.61161,0.76004,0.91209,0.7861,0.64834,0.66813,0.35706,1.79252,0.87352,0.94263,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
14,1830.59,1.58816,0.74671,0.91002,0.74317,0.6639,0.64901,0.35268,1.80698,0.90018,0.94007,0.0267825,0.0089275,0.0267825,0.0089275,0.0267825,0.0089275,0.0267825,0.0089275
15,1962.42,1.57561,0.73341,0.90369,0.74681,0.68657,0.67648,0.36729,1.81651,0.8992,0.93862,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845
16,2091.65,1.56494,0.73086,0.90157,0.7634,0.6583,0.656,0.35992,1.77322,0.87366,0.94119,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
17,2221.48,1.5491,0.72014,0.90181,0.71503,0.68117,0.64916,0.35036,1.78754,0.90305,0.93417,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
18,2352.29,1.54681,0.71696,0.90089,0.75581,0.70525,0.70308,0.38479,1.7239,0.82216,0.93179,0.0257925,0.0085975,0.0257925,0.0085975,0.0257925,0.0085975,0.0257925,0.0085975
19,2479.97,1.52878,0.70993,0.8965,0.83522,0.69291,0.71774,0.39351,1.7669,0.81726,0.93883,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
20,2607.29,1.52029,0.70047,0.89657,0.74214,0.68737,0.67907,0.36358,1.81703,0.87028,0.94534,0.0252975,0.0084325,0.0252975,0.0084325,0.0252975,0.0084325,0.0252975,0.0084325
21,2735.13,1.516,0.69672,0.89497,0.72932,0.67862,0.67729,0.36275,1.78934,0.8268,0.94122,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
22,2865.31,1.5007,0.692,0.89239,0.6922,0.72696,0.68889,0.37898,1.73719,0.8173,0.94049,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
23,2992.1,1.48656,0.68289,0.88933,0.79988,0.70595,0.72012,0.39001,1.72022,0.80138,0.93668,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
24,3115.21,1.48186,0.68028,0.88746,0.82206,0.68295,0.70822,0.38896,1.69484,0.81098,0.92499,0.0243075,0.0081025,0.0243075,0.0081025,0.0243075,0.0081025,0.0243075,0.0081025
25,3244.78,1.47915,0.67823,0.89134,0.77193,0.6976,0.7154,0.38797,1.72094,0.79353,0.93406,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
26,3376.6,1.47034,0.6706,0.88485,0.80752,0.70608,0.71549,0.39036,1.70841,0.79801,0.93393,0.0238125,0.0079375,0.0238125,0.0079375,0.0238125,0.0079375,0.0238125,0.0079375
27,3503.36,1.45862,0.66769,0.8863,0.77264,0.71091,0.71356,0.39603,1.696,0.78281,0.93634,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
28,3634.96,1.44886,0.6624,0.8814,0.79726,0.71153,0.71589,0.38644,1.675,0.76877,0.93095,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
29,3762.61,1.44538,0.65605,0.88419,0.81537,0.70833,0.7313,0.40736,1.67138,0.76591,0.92526,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
30,3891.23,1.43929,0.65666,0.88141,0.79257,0.71442,0.72533,0.40569,1.66946,0.7528,0.92975,0.0228225,0.0076075,0.0228225,0.0076075,0.0228225,0.0076075,0.0228225,0.0076075
31,4022.34,1.43192,0.65121,0.88148,0.76479,0.73613,0.72426,0.39643,1.66305,0.75723,0.92881,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
32,4152.08,1.42992,0.64995,0.87844,0.78401,0.71436,0.72427,0.40335,1.65444,0.76616,0.92705,0.0223275,0.0074425,0.0223275,0.0074425,0.0223275,0.0074425,0.0223275,0.0074425
33,4283.74,1.42825,0.64434,0.88124,0.791,0.72326,0.72945,0.40562,1.63675,0.75419,0.92647,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
34,4417.32,1.412,0.63951,0.87628,0.81785,0.69249,0.71738,0.39209,1.68079,0.77301,0.9327,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
35,4546.61,1.40894,0.63673,0.87836,0.81767,0.72796,0.74169,0.40693,1.66716,0.75427,0.93472,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
36,4673.92,1.40735,0.63548,0.87925,0.77007,0.71537,0.73008,0.39676,1.67666,0.7861,0.93164,0.0213375,0.0071125,0.0213375,0.0071125,0.0213375,0.0071125,0.0213375,0.0071125
37,4805.77,1.40235,0.63129,0.87406,0.76313,0.72159,0.7236,0.40316,1.65895,0.77643,0.92568,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
38,4933.58,1.39332,0.62958,0.8726,0.81073,0.73389,0.74553,0.41913,1.63262,0.7482,0.92654,0.0208425,0.0069475,0.0208425,0.0069475,0.0208425,0.0069475,0.0208425,0.0069475
39,5062.76,1.38654,0.62662,0.87425,0.81704,0.72224,0.73924,0.421,1.64357,0.75137,0.93158,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
40,5200.39,1.38266,0.62238,0.86962,0.85825,0.70343,0.73665,0.40404,1.63948,0.74988,0.93127,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
41,5330.56,1.37949,0.61991,0.87181,0.82945,0.72047,0.73206,0.41112,1.64707,0.75735,0.93107,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
42,5463.92,1.37505,0.61909,0.87201,0.77926,0.72028,0.72548,0.40512,1.62752,0.75761,0.92812,0.0198525,0.0066175,0.0198525,0.0066175,0.0198525,0.0066175,0.0198525,0.0066175
