epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2073.37,1.36285,0.64215,0.91561,0.83358,0.79351,0.80474,0.49195,1.53529,0.73398,1.03767,0.000704734,0.000704734,0.000704734
43,2121.68,1.37522,0.64308,0.91727,0.88149,0.79367,0.81351,0.49942,1.568,0.73582,1.05854,0.000694825,0.000694825,0.000694825
44,2169.46,1.36629,0.63616,0.91318,0.89419,0.79389,0.81199,0.4877,1.55111,0.72717,1.03824,0.000684916,0.000684916,0.000684916
45,2218.75,1.34916,0.63169,0.91497,0.88819,0.80139,0.81626,0.50242,1.53349,0.72031,1.03791,0.000675008,0.000675008,0.000675008
46,2267.23,1.34463,0.63001,0.91147,0.82241,0.76248,0.78233,0.4668,1.55099,0.73616,1.03422,0.000665099,0.000665099,0.000665099
47,2316.46,1.33945,0.62001,0.91265,0.83014,0.81831,0.82252,0.50063,1.54064,0.71591,1.05393,0.00065519,0.00065519,0.00065519
48,2370.09,1.35155,0.62676,0.9104,0.88903,0.79242,0.80014,0.48933,1.54237,0.72342,1.0427,0.000645281,0.000645281,0.000645281
49,2421.8,1.33245,0.61945,0.91341,0.84435,0.76701,0.79242,0.47243,1.54637,0.72715,1.03639,0.000635372,0.000635372,0.000635372
50,2471.93,1.33094,0.62147,0.91229,0.88405,0.7855,0.81134,0.49093,1.55432,0.7209,1.03645,0.000625463,0.000625463,0.000625463
51,2522.23,1.33694,0.6204,0.91299,0.85396,0.77376,0.79507,0.48728,1.50944,0.7691,1.01994,0.000615554,0.000615554,0.000615554
52,2571.7,1.3154,0.61182,0.90427,0.87474,0.77707,0.7981,0.48695,1.52946,0.69753,1.04341,0.000605645,0.000605645,0.000605645
53,2621.45,1.31365,0.60699,0.90421,0.8595,0.76682,0.79143,0.48803,1.53496,0.77565,1.03134,0.000595736,0.000595736,0.000595736
54,2670.41,1.3032,0.60447,0.90411,0.84622,0.76595,0.7959,0.48891,1.52133,0.73528,1.02398,0.000585827,0.000585827,0.000585827
55,2719.66,1.30836,0.60633,0.90436,0.88178,0.79114,0.82857,0.50143,1.5157,0.7044,1.0298,0.000575918,0.000575918,0.000575918
56,2769,1.30324,0.60139,0.90524,0.90608,0.78503,0.81876,0.49258,1.53352,0.69495,1.04249,0.000566009,0.000566009,0.000566009
57,2816.65,1.30019,0.59961,0.90406,0.88568,0.77363,0.8087,0.49168,1.53474,0.73588,1.02921,0.000556101,0.000556101,0.000556101
58,2865.31,1.29872,0.60121,0.90136,0.8486,0.77402,0.78766,0.47766,1.54065,0.72214,1.05357,0.000546192,0.000546192,0.000546192
59,2913.62,1.29526,0.59998,0.90285,0.86169,0.79001,0.81781,0.48838,1.56225,0.70258,1.05372,0.000536283,0.000536283,0.000536283
60,2962.66,1.27886,0.59249,0.89854,0.88177,0.78227,0.80357,0.48903,1.54992,0.70077,1.03748,0.000526374,0.000526374,0.000526374
61,3012.25,1.27818,0.59589,0.8982,0.87486,0.7782,0.80477,0.49061,1.54963,0.69038,1.0484,0.000516465,0.000516465,0.000516465
62,3061.96,1.2739,0.58774,0.90024,0.8804,0.77368,0.79471,0.48507,1.55344,0.70049,1.05329,0.000506556,0.000506556,0.000506556
63,3112.47,1.26918,0.58731,0.89292,0.87114,0.76914,0.79146,0.47851,1.53817,0.74236,1.04747,0.000496647,0.000496647,0.000496647
64,3162.44,1.25318,0.57992,0.88997,0.84442,0.76837,0.78566,0.46543,1.55156,0.70687,1.03832,0.000486738,0.000486738,0.000486738
65,3213.46,1.24707,0.57403,0.88737,0.90448,0.77801,0.7993,0.48053,1.56241,0.71166,1.05037,0.000476829,0.000476829,0.000476829
66,3262.52,1.25898,0.58377,0.89187,0.90247,0.78387,0.83189,0.50493,1.53658,0.69284,1.03013,0.00046692,0.00046692,0.00046692
67,3311.64,1.24991,0.57546,0.8898,0.89993,0.76795,0.8109,0.49156,1.53156,0.70955,1.03467,0.000457011,0.000457011,0.000457011
68,3361.18,1.24206,0.57006,0.89003,0.89771,0.78523,0.8227,0.49891,1.53566,0.72941,1.03365,0.000447102,0.000447102,0.000447102
69,3409.45,1.2342,0.57104,0.88774,0.90362,0.80296,0.83259,0.51179,1.53115,0.67374,1.04264,0.000437194,0.000437194,0.000437194
70,3457.84,1.24664,0.57056,0.89061,0.88535,0.79804,0.82955,0.49844,1.54398,0.68505,1.05329,0.000427285,0.000427285,0.000427285
71,3509.28,1.22787,0.56347,0.88767,0.87228,0.81156,0.83167,0.49814,1.5456,0.67894,1.04973,0.000417376,0.000417376,0.000417376
72,3557.67,1.21935,0.55865,0.88605,0.85458,0.79006,0.81868,0.49405,1.54035,0.69033,1.03501,0.000407467,0.000407467,0.000407467
73,3606.98,1.23106,0.56053,0.89244,0.89051,0.77692,0.8051,0.48721,1.53478,0.68554,1.04209,0.000397558,0.000397558,0.000397558
74,3653.68,1.21781,0.5592,0.88261,0.89345,0.76668,0.81318,0.49982,1.54316,0.69472,1.04121,0.000387649,0.000387649,0.000387649
75,3700.79,1.22704,0.56033,0.88487,0.90353,0.77782,0.80616,0.492,1.54756,0.69663,1.05464,0.00037774,0.00037774,0.00037774
76,3747.45,1.19715,0.55055,0.87732,0.88072,0.76088,0.7964,0.48291,1.56168,0.70622,1.05289,0.000367831,0.000367831,0.000367831
77,3794.19,1.19962,0.5492,0.87509,0.87931,0.75686,0.79765,0.48368,1.53072,0.72469,1.0469,0.000357922,0.000357922,0.000357922
78,3840.81,1.19923,0.54608,0.87992,0.87346,0.78405,0.81601,0.49449,1.54783,0.71674,1.04729,0.000348013,0.000348013,0.000348013
79,3888.23,1.18599,0.54132,0.87776,0.88792,0.79559,0.8248,0.5025,1.54735,0.6952,1.05255,0.000338104,0.000338104,0.000338104
80,3934.56,1.18321,0.53919,0.87367,0.8833,0.82274,0.83987,0.51615,1.53668,0.6622,1.05836,0.000328195,0.000328195,0.000328195
81,3981.44,1.18921,0.54105,0.87839,0.87713,0.80076,0.83242,0.50554,1.5608,0.68015,1.05066,0.000318286,0.000318286,0.000318286
82,4028.13,1.18273,0.54189,0.87685,0.89773,0.78265,0.81923,0.50351,1.54541,0.69067,1.04764,0.000308378,0.000308378,0.000308378
83,4074.5,1.16721,0.53426,0.87361,0.85916,0.78332,0.80405,0.49457,1.54512,0.6836,1.05453,0.000298469,0.000298469,0.000298469
84,4121.16,1.16399,0.53034,0.87228,0.8902,0.78959,0.82174,0.51077,1.53076,0.6877,1.04902,0.00028856,0.00028856,0.00028856
85,4167.63,1.17082,0.53113,0.87237,0.83552,0.79797,0.81373,0.49755,1.54345,0.70643,1.04885,0.000278651,0.000278651,0.000278651
86,4214.59,1.16351,0.52844,0.8746,0.86168,0.79072,0.8125,0.50279,1.53444,0.69072,1.05019,0.000268742,0.000268742,0.000268742
87,4260.92,1.16818,0.53394,0.87282,0.88157,0.78436,0.81122,0.49783,1.53144,0.69894,1.04882,0.000258833,0.000258833,0.000258833
88,4307.75,1.155,0.52402,0.87218,0.88656,0.79288,0.82411,0.50404,1.53818,0.67385,1.05462,0.000248924,0.000248924,0.000248924
89,4354.56,1.1554,0.52617,0.8704,0.88154,0.7963,0.82351,0.50186,1.54241,0.67395,1.05243,0.000239015,0.000239015,0.000239015
90,4401.1,1.14511,0.52112,0.87082,0.89917,0.77531,0.81719,0.50053,1.53659,0.67495,1.05586,0.000229106,0.000229106,0.000229106
91,4447.59,1.1393,0.52243,0.86922,0.89927,0.77052,0.8061,0.4935,1.53954,0.68317,1.05703,0.000219197,0.000219197,0.000219197
92,4494.49,1.13336,0.51713,0.86788,0.90278,0.76685,0.80977,0.49766,1.52723,0.68121,1.04886,0.000209288,0.000209288,0.000209288
93,4541.08,1.13698,0.51695,0.86581,0.88927,0.77907,0.81051,0.4933,1.53681,0.68294,1.05731,0.000199379,0.000199379,0.000199379
94,4587.71,1.12887,0.51306,0.86572,0.88181,0.7792,0.81779,0.50014,1.54372,0.67844,1.06067,0.000189471,0.000189471,0.000189471
95,4634.28,1.13561,0.50951,0.86658,0.90086,0.76398,0.81536,0.49887,1.54016,0.69893,1.04937,0.000179562,0.000179562,0.000179562
96,4680.86,1.11593,0.50812,0.8628,0.87088,0.77385,0.80578,0.49468,1.54516,0.74818,1.05639,0.000169653,0.000169653,0.000169653
97,4727.5,1.11013,0.50641,0.86247,0.88115,0.77371,0.81416,0.49677,1.55184,0.68371,1.06341,0.000159744,0.000159744,0.000159744
98,4774.37,1.11204,0.50474,0.86317,0.88922,0.76704,0.81035,0.49548,1.54479,0.69641,1.05769,0.000149835,0.000149835,0.000149835
99,4820.72,1.11478,0.50595,0.86296,0.88997,0.7725,0.81535,0.50079,1.53701,0.67423,1.06028,0.000139926,0.000139926,0.000139926
100,4867.62,1.09358,0.49609,0.86171,0.88636,0.77591,0.81701,0.50171,1.54326,0.66742,1.05871,0.000130017,0.000130017,0.000130017
101,4914.2,1.09845,0.49811,0.86055,0.90789,0.77186,0.82166,0.50032,1.54937,0.66533,1.06325,0.000120108,0.000120108,0.000120108
102,4981.4,1.09561,0.49533,0.86128,0.89184,0.76988,0.80931,0.49683,1.53694,0.67849,1.05763,0.000110199,0.000110199,0.000110199
103,5028.16,1.09226,0.49456,0.85734,0.89329,0.77463,0.80968,0.49479,1.53959,0.68284,1.05514,0.00010029,0.00010029,0.00010029
104,5075.89,1.0908,0.49797,0.85982,0.88988,0.77723,0.81419,0.4981,1.5457,0.68179,1.05378,9.03814e-05,9.03814e-05,9.03814e-05
105,5122.43,1.0915,0.49619,0.86018,0.90249,0.76,0.80875,0.49215,1.54446,0.68217,1.05994,8.04724e-05,8.04724e-05,8.04724e-05
106,5168.96,1.08408,0.49148,0.8554,0.91025,0.75235,0.8031,0.49101,1.54406,0.69126,1.06254,7.05635e-05,7.05635e-05,7.05635e-05
107,5215.79,1.08549,0.49334,0.85756,0.88989,0.75853,0.80367,0.49215,1.54251,0.69455,1.06141,6.06546e-05,6.06546e-05,6.06546e-05
108,5262.13,1.07394,0.48798,0.85294,0.90709,0.75945,0.80247,0.48869,1.54505,0.69276,1.05966,5.07457e-05,5.07457e-05,5.07457e-05
109,5308.85,1.07403,0.48582,0.85524,0.90124,0.76687,0.80356,0.49009,1.54312,0.68031,1.06519,4.08368e-05,4.08368e-05,4.08368e-05
110,5355.56,1.0658,0.48368,0.85646,0.88902,0.77098,0.80006,0.48908,1.54086,0.6842,1.06032,3.09278e-05,3.09278e-05,3.09278e-05
111,5402.12,1.06787,0.48363,0.85403,0.89453,0.77727,0.80198,0.48842,1.54302,0.68183,1.06204,2.10189e-05,2.10189e-05,2.10189e-05
